order_id,order_date,origin_country,destination_country,carrier,warehouse,product_category,weight_kg,shipping_cost_usd,cod_amount_usd,status,delivery_date,sla_days_target,fail_reason
APG100782,2025-04-24 23:00,Germany,Egypt,Local Fleet,AMM-WH1,Sports,4.77,25.53,0.0,Failed,29/04/2025,10,Customer Not Available
APG101058,04-16-2025,Jordan,UAE,aramex,AMM-WH1,Fashion,1.65,9.24,0.0,DELIVERED,2025-04-23 09:17,2,
APG101057,2025-01-22 04:00,UK,Saudi Arabia,FastCourier,IST-WH1,Books,0.31,5.7,0.0,Deliverd,28/01/2025,10,
APG100538,17/07/2025,Jordan,Kuwait,,AMM-WH2,,,,0.0,delivered,2025-07-24,2,
APG100453,2025-05-06,UAE,Iraq,aramex,AMM-WH1,Sports,1.12,8.19,0.0,Deliverd,2025-05-13,4,
APG100925,2025-06-17 07:00,UAE,Saudi Arabia,DHL,AMM-WH2,Toys,7.08,39.93,0.0,DELIVERED,2025-06-20 20:18,4,
APG100299,2025-03-09 06:00,Jordan,Jordan,Local Fleet ,DXB-WH1,Electronics,1.03,4.93,10.31,in-transit,,2,
APG100732,28/04/2025,UAE,Saudi Arabia,Local Fleet,AMM-WH1,Fashion,2.46,10.07,0.0,delivered,2025-05-05,4,
APG100362,2025-01-28,China,Egypt,Local Fleet ,AMM-WH2,Electronics,6.25,25.61,0.0,CANCELLED,2025-02-02,9,
APG100492,15/02/2025,UAE,Saudi Arabia,SMSA,DXB-WH1,Home & Garden,2.11,15.51,0.0,Delivered,2025-02-20 19:59,4,
APG100757,2025-08-12 04:00,UAE,Egypt,Local Fleet ,IST-WH1,Electronics,0.85,8.87,91.56,DELIVERED,18/08/2025,4,
APG100172,2025-03-09 20:00,UK,Kuwait,FastCourier,AMM-WH2,Beauty,5.38,27.21,195.91,failed delivery,2025-03-17 02:36,10,Refused by Customer
APG100906,2025-06-13,Jordan,Saudi Arabia,FastCourier,IST-WH1,Electronics,0.1,4.51,199.49,DELIVERED,2025-06-17 16:03,2,
APG100609,2025-03-14,Germany,Saudi Arabia,Local Fleet ,AMM-WH2,Electronics,4.14,28.09,0.0,Delivered,15/03/2025,10,
APG100394,05-04-2025,Germany,Jordan,SMSA,AMM-WH2,Fashion,0.2,3.6,0.0,Deliverd,2025-05-10,10,
APG100884,2025-05-29 22:00,Jordan,Jordan,FastCourier,AMM-WH2,Toys,0.97,6.75,0.0,Deliverd,31/05/2025,2,
APG100069,2025-02-10,UK,Jordan,SMSA,IST-WH1,  Sports  ,1.22,6.22,179.67,Deliverd,2025-02-15 00:28,10,
APG100862,2025-06-11 22:00,Turkey,KSA,SMSA,IST-WH1,Electronics,0.61,7.14,0.0,Delivered,16/06/2025,7,
APG100305,02-13-2025,China,Saudi Arabia,Aramex,AMM-WH1,Beauty,3.41,14.8,0.0,In Transit ,,9,
APG100840,2025-06-12,Turkey,Jordan,Local Fleet ,AMM-WH1,Fashion,0.76,3.57,188.42,Delivered,18/06/2025,7,
APG100770,03-25-2025,Germany,Saudi Arabia,SMSA,AMM-WH1,Beauty,11.03,34.39,181.26,Deliverd,01/04/2025,10,
APG100148,21/01/2025,Turkey,Jordan,Local Fleet,IST-WH1,Beauty,0.78,5.18,0.0,DELIVERED,2025-01-25,7,
APG100739,2025-06-27,Germany,Kuwait,Local Fleet,DXB-WH1,Books,0.61,5.52,48.95,CANCELLED,2025-07-06,10,
APG100842,06-29-2025,Germany,Kuwait,DHL,AMM-WH1,Sports,0.12,5.41,0.0,In Transit ,,10,
APG100724,07-30-2025,China,Saudi Arabia,Aramex,DXB-WH1,Books,1.65,10.39,0.0,Deliverd,2025-08-06 01:11,9,
APG100795,08-13-2025,UK,Saudi Arabia,Local Fleet,DXB-WH1,Sports,0.1,3.56,0.0,failed delivery,20/08/2025,10,
APG100058,2025-07-18 15:00,UK,Egypt,SMSA,DXB-WH1,Books,320.0,16.82,0.0,IN TRANSIT,,10,
APG100480,07-04-2025,UK,KSA,Local Fleet,AMM-WH2,Books,1.24,10.32,221.23,delivered,2025-07-12 10:34,10,
APG100799,19/08/2025,UAE,UAE,Local Fleet ,AMM-WH1,Toys,4.33,25.65,80.35,Deliverd,2025-08-21 18:02,4,
APG100198,2025-05-09,China,Saudi Arabia,aramex,DXB-WH1,Sports,1.52,10.96,0.0,delivered,14/05/2025,9,
APG100373,03-24-2025,Germany,Saudi Arabia,DHL,AMM-WH1,  Books  ,0.47,4.05,0.0,Returned,2025-04-01 10:37,10,
APG100139,2025-01-02 02:00,Jordan,Egypt,Local Fleet,AMM-WH2,Fashion,1.58,10.89,0.0,In Transit,,2,
APG101167,03/08/2025,Turkey,UAE,aramex,DXB-WH1,Sports,1.55,8.92,166.1,Deliverd,2025-08-08 22:02,7,
APG101191,2025-08-03 08:00,China,Kuwait,Local Fleet ,IST-WH1,Beauty,0.93,8.73,175.94,Delivered,2025-08-08,9,
APG100908,2025-08-12,Germany,Kuwait,Local Fleet ,AMM-WH2,Home & Garden,6.14,34.57,0.0,delivered,2025-08-17 00:08,10,
APG100301,19/01/2025,UAE,Kuwait,Aramex,DXB-WH1,Home & Garden,1.61,10.68,50.83,DELIVERED,2025-01-24,4,
APG100991,11/02/2025,UAE,Iraq,Aramex,AMM-WH1,Sports,1.8,10.02,0.0,failed delivery,2025-02-12,4,
APG100422,11/03/2025,China,Iraq,DHL,AMM-WH2,Fashion,1.09,5.57,0.0,CANCELLED,2025-03-25,9,
APG101117,06/08/2025,Jordan,Egypt,SMSA,AMM-WH2,Fashion,1.01,9.32,0.0,Delivered,10/08/2025,2,
APG100093,2025-05-29 11:00,Jordan,Jordan,Local Fleet,IST-WH1,Home & Garden,0.57,3.3,0.0,failed delivery,2025-05-30 05:29,2,Warehouse Delay
APG101154,2025-02-05 02:00,Germany,Jordan,aramex,IST-WH1,Home & Garden,0.22,2.98,0.0,DELIVERED,2025-02-09 23:31,10,
APG101164,04-25-2025,Jordan,Jordan,aramex,AMM-WH1,Beauty,7.4,22.61,0.0,FAILED_DELIVERY,2025-04-27 04:27,2,Refused by Customer
APG100583,05-26-2025,Jordan,UAE,DHL,DXB-WH1,Books,1.48,7.36,0.0,DELIVERED,2025-05-30 07:41,2,
APG100731,07-23-2025,Turkey,Egypt,FastCourier,AMM-WH1,  Beauty  ,1.09,8.43,0.0,Cancelled,2025-07-31 12:47,7,
APG100484,26/02/2025,Turkey,Kuwait,aramex,AMM-WH1,Fashion,4.04,17.42,115.43,delivered,2025-03-06,7,
APG100246,2025-05-31,UAE,Iraq,aramex,IST-WH1,Sports,0.22,2.23,0.0,DELIVERED,2025-06-05 03:35,4,
APG100203,07-05-2025,China,Egypt,Local Fleet,AMM-WH1,Beauty,0.91,6.81,0.0,Delivered,2025-07-14 22:13,9,
APG100116,14/03/2025,Jordan,Jordan,FastCourier,DXB-WH1,Sports,2.96,10.45,0.0,IN TRANSIT,,2,
APG100749,2025-04-13,Turkey,Egypt,DHL,AMM-WH2,Fashion,0.4,3.57,62.46,Delivered,2025-04-25,7,
APG100618,09/06/2025,UAE,UAE,Local Fleet ,IST-WH1,Books,2.31,13.99,168.9,Failed Delivery,2025-06-14,4,Warehouse Delay
APG100176,2025-07-17 09:00,UAE,UAE,Local Fleet ,IST-WH1,Sports,0.3,3.48,0.0,delivered,2025-07-19,4,
APG100779,2025-06-12 22:00,Turkey,Saudi Arabia,aramex,IST-WH1,Sports,1.25,4.49,228.9,DELIVERED,15/06/2025,7,
APG100794,29/05/2025,UAE,Egypt,Aramex,AMM-WH1,Electronics,1.29,10.8,0.0,delivered,2025-06-04,4,
APG101172,2025-08-22,Germany,Saudi Arabia,FastCourier,AMM-WH2,Beauty,2.97,10.13,0.0,Delivered,23/08/2025,10,
APG100420,2025-08-09,Turkey,Egypt,DHL,IST-WH1,Home & Garden,0.54,5.53,54.14,cancelled,15/08/2025,7,
APG100886,2025-07-31 07:00,UAE,Saudi Arabia,Local Fleet ,AMM-WH1,Fashion,0.65,7.63,0.0,Delivered,2025-08-05,4,
APG100468,18/07/2025,China,UAE,FastCourier,AMM-WH1,Electronics,1.19,8.47,0.0,Canceled,26/07/2025,9,
APG100217,2025-05-25 07:00,Turkey,Saudi Arabia,FastCourier,IST-WH1,Home & Garden,0.36,3.41,0.0,Returned ,2025-06-01,7,Damaged Package
APG100303,01-26-2025,UAE,Jordan,DHL,DXB-WH1,Beauty,1.41,8.97,33.02,delivered,2025-01-31,4,
APG100177,2025-05-27 21:00,Turkey,Jordan,SMSA,DXB-WH1,Books,0.76,8.66,0.0,Deliverd,2025-06-02 10:11,7,
APG100115,2025-03-11,Germany,Jordan,SMSA,IST-WH1,Toys,0.35,3.24,0.0,Deliverd,17/03/2025,10,
APG100822,01-31-2025,UAE,Jordan,SMSA,AMM-WH2,Home & Garden,0.67,5.71,0.0,Deliverd,04/02/2025,4,
APG100669,2025-02-02,Turkey,Saudi Arabia,aramex,IST-WH1,Fashion,2.94,11.58,0.0,In Transit ,,7,
APG100430,01-07-2025,UK,Jordan,Aramex,AMM-WH2,Home & Garden,4.97,18.62,0.0,Delivered,12/01/2025,10,
APG100387,2025-04-04 12:00,Germany,Saudi Arabia,aramex,DXB-WH1,  Toys  ,7.77,26.07,0.0,delivered,2025-04-08 01:11,10,
APG100590,06-23-2025,UK,Kuwait,FastCourier,AMM-WH2,Beauty,0.45,5.31,0.0,Delivered,28/06/2025,10,
APG100805,2025-08-12,Germany,UAE,DHL,IST-WH1,  Toys  ,1.86,10.71,29.53,Failed,18/08/2025,10,
APG100182,2025-07-21 15:00,China,Kuwait,Local Fleet ,DXB-WH1,Books,2.11,12.79,0.0,delivered,2025-07-25 01:43,9,
APG100655,08/03/2025,UK,Saudi Arabia,Local Fleet,AMM-WH2,Beauty,0.24,4.52,0.0,Deliverd,2025-03-13,10,
APG100525,2025-08-23,Jordan,Iraq,FastCourier,IST-WH1,  Electronics  ,0.96,9.66,0.0,Delivered,2025-08-26 09:47,2,
APG100278,03/02/2025,Jordan,Iraq,Local Fleet,DXB-WH1,Books,0.27,4.12,0.0,In Transit ,,2,
APG100673,2025-02-13 20:00,China,Jordan,SMSA,IST-WH1,Sports,0.5,7.63,154.45,Deliverd,2025-02-19 09:13,9,
APG100293,07-26-2025,UK,Saudi Arabia,Local Fleet ,DXB-WH1,Fashion,1.16,4.73,0.0,DELIVERED,29/07/2025,10,
APG101083,2025-02-03,Germany,Iraq,SMSA,DXB-WH1,Sports,0.76,3.94,0.0,Delivered,09/02/2025,10,
APG100555,2025-04-14,Germany,Jordan,aramex,IST-WH1,Sports,0.74,8.77,0.0,delivered,19/04/2025,10,
APG100792,2025-05-11 22:00,Germany,UAE,Local Fleet ,DXB-WH1,Sports,0.26,4.89,0.0,Deliverd,2025-05-16 03:40,10,
APG101050,05/08/2025,China,Jordan,FastCourier,IST-WH1,Beauty,0.89,4.49,0.0,In Transit,,9,
APG100038,2025-07-01,Turkey,Jordan,FastCourier,AMM-WH2,Books,0.74,4.07,0.0,Delivered,2025-07-06,7,
APG100371,03-30-2025,China,Iraq,Local Fleet ,AMM-WH2,Toys,1.83,14.45,0.0,delivered,2025-04-10,9,
APG100837,02-16-2025,Turkey,Kuwait,SMSA,AMM-WH2,Toys,2.74,13.08,0.0,Deliverd,2025-02-20 21:29,7,
APG100693,08-24-2025,UK,Egypt,SMSA,AMM-WH2,Sports,0.59,6.81,158.36,Deliverd,2025-08-27,10,
APG100509,2025-08-12 16:00,Jordan,Iraq,aramex,AMM-WH2,Home & Garden,3.11,17.54,0.0,DELIVERED,2025-08-17 17:00,2,
APG101060,2025-08-08 23:00,UK,Egypt,SMSA,AMM-WH1,Sports,0.33,5.29,0.0,Failed Delivery,15/08/2025,10,Refused by Customer
APG100526,2025-05-24,China,Iraq,aramex,AMM-WH2,Electronics,2.38,12.91,160.05,Failed Delivery,2025-06-04 11:31,9,
APG100286,2025-03-12 08:00,UAE,Saudi Arabia,DHL,AMM-WH2,Electronics,3.19,18.2,221.87,Deliverd,15/03/2025,4,
APG101085,2025-08-01 05:00,Germany,Iraq,aramex,IST-WH1,  Toys  ,1.49,7.81,248.5,Delivered,2025-08-06,10,
APG101067,2025-02-09 03:00,China,Egypt,Local Fleet,AMM-WH1,Toys,3.86,14.45,164.76,returned,2025-02-19,9,Damaged Package
APG100086,07-14-2025,Jordan,Jordan,SMSA,DXB-WH1,Fashion,1.41,9.17,0.0,Delivered,16/07/2025,2,
APG100164,01-13-2025,UAE,Jordan,aramex,IST-WH1,Toys,2.66,13.42,0.0,Deliverd,2025-01-20,4,
APG101128,07-03-2025,Turkey,Kuwait,SMSA,AMM-WH1,Books,0.49,5.79,0.0,IN TRANSIT,,7,
APG100205,06-04-2025,UAE,Iraq,SMSA,DXB-WH1,Fashion,1.99,12.9,0.0,delivered,2025-06-09,4,
APG100035,07-29-2025,UAE,Saudi Arabia,Local Fleet,AMM-WH2,Books,1.0,6.92,0.0,DELIVERED,02/08/2025,4,
APG101127,2025-06-15,Germany,Egypt,SMSA,AMM-WH1,Beauty,0.24,3.44,0.0,In Transit,,10,
APG100344,2025-08-13,UK,UAE,Local Fleet,DXB-WH1,Books,0.14,3.04,0.0,In Transit,,10,
APG100010,03/04/2025,UK,Kuwait,FastCourier,AMM-WH1,Beauty,0.34,6.19,0.0,delivered,2025-04-06 03:42,10,
APG100659,2025-04-02,China,Kuwait,SMSA,AMM-WH1,  Beauty  ,1.29,11.51,0.0,IN TRANSIT,,9,
APG100338,2025-05-02 22:00,UK,UAE,DHL,AMM-WH1,Sports,3.78,17.08,0.0,delivered,05/05/2025,10,
APG100833,05-25-2025,Germany,UAE,SMSA,AMM-WH2,Books,1.16,8.34,0.0,in-transit,,10,
APG100409,2025-03-12 12:00,UAE,Jordan,SMSA,AMM-WH2,Toys,0.1,4.38,0.0,Canceled,2025-03-17,4,
APG100077,05-05-2025,Jordan,Iraq,Local Fleet ,AMM-WH2,Toys,8.3,43.61,13.28,Delivered,2025-05-08 19:10,2,
APG100236,08-15-2025,Germany,Egypt,FastCourier,IST-WH1,Beauty,2.31,7.67,0.0,Deliverd,2025-08-18 18:45,10,
APG101125,2025-06-14,Jordan,Egypt,aramex,AMM-WH2,Fashion,0.59,7.28,0.0,DELIVERED,2025-06-18,2,
APG100249,2025-03-05 04:00,Germany,Saudi Arabia,aramex,IST-WH1,Fashion,4.54,22.44,74.49,DELIVERED,2025-03-08,10,
APG100034,01-07-2025,UAE,U.A.E.,SMSA,AMM-WH2,Books,1.4,8.96,0.0,RTO,2025-01-15,4,
APG100560,06-06-2025,China,Iraq,Aramex,AMM-WH1,Beauty,3.05,9.41,0.0,delivered,2025-06-14,9,
APG100581,05-14-2025,UAE,Saudi Arabia,Local Fleet ,AMM-WH2,Toys,0.18,3.43,0.0,Failed Delivery,2025-05-18,4,Warehouse Delay
APG100040,08-29-2025,Jordan,Iraq,FastCourier,DXB-WH1,Toys,6.42,29.51,0.0,delivered,2025-09-04,2,
APG100288,03/05/2025,Germany,UAE,Local Fleet,DXB-WH1,Toys,4.42,18.78,0.0,Deliverd,2025-05-10,10,
APG100241,2025-05-06,UK,Saudi Arabia,DHL,IST-WH1,Home & Garden,3.7,21.73,238.44,delivered,15/05/2025,10,
APG101165,2025-08-29,UAE,Jordan,Local Fleet ,IST-WH1,Home & Garden,0.1,5.26,0.0,DELIVERED,2025-08-31 18:19,4,
APG100846,2025-01-02,Turkey,Jordan,Aramex,IST-WH1,Electronics,1.11,6.03,0.0,failed delivery,2025-01-08 16:11,7,
APG100194,25/04/2025,Turkey,Kuwait,Aramex,AMM-WH2,Sports,2.05,12.21,52.83,Deliverd,28/04/2025,7,
APG101013,2025-05-26,China,KSA,aramex,IST-WH1,Fashion,2.67,13.76,0.0,Failed,2025-06-03,9,
APG100990,04-26-2025,China,Iraq,Local Fleet ,AMM-WH2,Toys,0.34,4.05,0.0,in-transit,,9,
APG100863,12/03/2025,UAE,Egypt,FastCourier,AMM-WH2,Electronics,0.1,3.1,0.0,cancelled,2025-03-19 21:38,4,
APG101193,13/06/2025,Jordan,Jordan,aramex,DXB-WH1,Sports,3.13,21.3,0.0,In Transit ,,2,
APG100721,2025-07-21,UK,Jordan,FastCourier,IST-WH1,Electronics,2.88,16.39,0.0,Delivered,28/07/2025,10,
APG100854,07-20-2025,Jordan,Iraq,DHL,AMM-WH2,Books,2.28,9.06,0.0,delivered,25/07/2025,2,
APG100556,08/07/2025,China,Jordan,SMSA,AMM-WH1,Toys,0.46,5.14,0.0,Returned ,2025-07-16,9,Warehouse Delay
APG100193,01-09-2025,China,Kuwait,DHL,AMM-WH2,Books,3.98,25.53,165.01,Deliverd,2025-01-13,9,
APG100354,01/04/2025,China,UAE,FastCourier,DXB-WH1,Toys,7.15,36.63,0.0,DELIVERED,2025-04-08 18:01,9,
APG100764,31/07/2025,Jordan,Jordan,FastCourier,IST-WH1,Beauty,4.02,17.72,31.86,failed delivery,2025-08-03 22:57,2,Damaged Package
APG100445,2025-05-02,UK,Iraq,Local Fleet,AMM-WH1,Books,2.41,11.12,0.0,delivered,2025-05-08 09:34,10,
APG100295,2025-07-22,Germany,Kuwait,Local Fleet ,AMM-WH2,Home & Garden,0.55,5.98,0.0,Deliverd,26/07/2025,10,
APG100900,2025-03-22,China,Kuwait,DHL,DXB-WH1,Electronics,3.56,18.5,27.07,In Transit ,,9,
APG100777,04/01/2025,Germany,UAE,SMSA,AMM-WH1,Fashion,0.21,3.12,0.0,delivered,08/01/2025,10,
APG100488,2025-03-17,UAE,Kuwait,Local Fleet ,AMM-WH2,Toys,0.71,6.51,0.0,Delivered,20/03/2025,4,
APG100500,2025-05-08,UK,Egypt,SMSA,AMM-WH2,Books,0.65,5.57,0.0,Deliverd,13/05/2025,10,
APG100057,2025-02-20,Germany,Jordan,SMSA,AMM-WH1,Fashion,0.37,0.0,0.0,Returned,2025-02-26,10,
APG100872,15/06/2025,Germany,Saudi Arabia,Local Fleet,AMM-WH2,Fashion,1.56,12.11,0.0,Delivered,21/06/2025,10,
APG100013,05-10-2025,UK,Saudi Arabia,aramex,AMM-WH2,Sports,1.32,8.06,0.0,DELIVERED,2025-05-16,10,
APG100790,2025-07-06,China,Egypt,SMSA,IST-WH1,Beauty,1.32,12.53,99.55,DELIVERED,2025-07-13,9,
APG101124,17/08/2025,Turkey,Jordan,FastCourier,IST-WH1,Beauty,1.07,7.01,0.0,delivered,2025-08-24,7,
APG100818,08-25-2025,Turkey,Iraq,,DXB-WH1,,,,0.0,Deliverd,2025-09-02 20:13,7,
APG100170,2025-04-27 04:00,Jordan,Egypt,FastCourier,AMM-WH2,Home & Garden,0.77,6.45,0.0,returned,2025-04-30 12:17,2,
APG100996,01-15-2025,Jordan,Egypt,FastCourier,DXB-WH1,Beauty,0.1,1.61,0.0,Delivered,20/01/2025,2,
APG100867,2025-08-12,UAE,UAE,aramex,AMM-WH1,Fashion,0.8,4.39,0.0,delivered,13/08/2025,4,
APG100431,14/03/2025,UAE,Iraq,DHL,AMM-WH2,Toys,1.27,6.96,0.0,delivered,2025-03-20,4,
APG100942,18/01/2025,Germany,Jordan,aramex,IST-WH1,Books,5.69,30.73,190.89,Delivered,23/01/2025,10,
APG100260,03-05-2025,Turkey,Saudi Arabia,DHL,DXB-WH1,Toys,1.09,9.46,0.0,In Transit,,7,
APG100531,2025-05-26 15:00,China,Jordan,Aramex,IST-WH1,Toys,1.43,9.71,0.0,DELIVERED,31/05/2025,9,
APG100936,2025-01-30,Jordan,Jordan,SMSA,AMM-WH2,Books,0.57,3.43,0.0,DELIVERED,2025-01-31 06:57,2,
APG100952,2025-04-19 05:00,China,UAE,aramex,AMM-WH1,Toys,1.11,7.85,0.0,DELIVERED,2025-04-23 04:08,9,
APG100253,06-10-2025,China,Jordan,aramex,IST-WH1,Fashion,0.81,8.29,0.0,Returned,2025-06-11,9,Warehouse Delay
APG100855,01-05-2025,UAE,Kuwait,Aramex,AMM-WH1,Books,0.32,4.33,0.0,delivered,2025-01-11 20:54,4,
APG100735,07-02-2025,China,Egypt,FastCourier,DXB-WH1,Fashion,0.1,3.3,0.0,delivered,2025-07-10 20:41,9,
APG100745,31/01/2025,Germany,Jordan,aramex,AMM-WH2,Fashion,6.11,30.44,86.31,delivered,2025-02-04,10,
APG100261,05/06/2025,UAE,Egypt,Local Fleet ,DXB-WH1,Beauty,1.48,11.18,0.0,delivered,06/06/2025,4,
APG100965,2025-03-31 10:00,Turkey,Iraq,FastCourier,DXB-WH1,Beauty,1.26,5.68,0.0,Deliverd,2025-04-08,7,
APG100323,2025-06-19 11:00,China,Egypt,Local Fleet,AMM-WH1,Sports,2.41,12.43,0.0,DELIVERED,2025-06-27,9,
APG100095,2025-06-22,Germany,Iraq,Aramex,IST-WH1,Books,0.34,4.01,0.0,DELIVERED,2025-06-28 06:10,10,
APG100474,01/07/2025,Jordan,Egypt,FastCourier,AMM-WH1,Toys,0.99,6.12,0.0,Failed,2025-07-06,2,Customer Not Available
APG100648,01-06-2025,UK,Saudi Arabia,Aramex,AMM-WH2,Beauty,3.1,15.0,21.95,delivered,12/01/2025,10,
APG101144,03-29-2025,China,Kuwait,DHL,AMM-WH1,Books,2.5,14.78,0.0,delivered,30/03/2025,9,
APG100563,02-26-2025,UK,Egypt,Local Fleet,AMM-WH2,Electronics,1.42,5.71,212.51,delivered,2025-03-04,10,
APG100458,2025-05-25,UK,Saudi Arabia,FastCourier,DXB-WH1,Sports,2.28,11.38,0.0,failed delivery,04/06/2025,10,Customer Not Available
APG100968,2025-02-01 01:00,Turkey,Egypt,Local Fleet,IST-WH1,Electronics,0.31,5.49,0.0,Deliverd,2025-02-13,7,
APG100913,02-23-2025,UAE,UAE,Local Fleet,DXB-WH1,Books,2.87,11.92,0.0,Delivered,25/02/2025,4,
APG100632,2025-07-15 09:00,Germany,Iraq,SMSA,AMM-WH1,  Home & Garden  ,1.33,10.66,0.0,Deliverd,2025-07-22,10,
APG100730,2025-07-26 00:00,Jordan,Kuwait,aramex,AMM-WH2,Home & Garden,1.68,6.79,0.0,DELIVERED,2025-07-30 16:28,2,
APG100888,2025-01-21,Turkey,Saudi Arabia,Aramex,IST-WH1,Toys,0.65,3.7,0.0,Delivered,2025-01-24,7,
APG100358,2025-01-27,Germany,Saudi Arabia,FastCourier,IST-WH1,Beauty,4.84,33.36,0.0,DELIVERED,2025-02-03 20:47,10,
APG100604,07-15-2025,UK,Egypt,Aramex,AMM-WH1,Sports,0.13,4.85,0.0,returned,22/07/2025,10,Warehouse Delay
APG100162,26/06/2025,Jordan,Jordan,SMSA,IST-WH1,Beauty,2.0,4200.0,0.0,delivered,27/06/2025,2,
APG100117,2025-02-24,UAE,UAE,Local Fleet,AMM-WH1,Home & Garden,2.7,10.81,52.17,DELIVERED,26/02/2025,4,
APG100875,2025-07-29 10:00,UK,Iraq,SMSA,IST-WH1,Books,1.16,8.44,0.0,Failed Delivery,2025-08-03 17:45,10,Customer Not Available
APG100864,07-12-2025,UAE,Kuwait,FastCourier,IST-WH1,Books,0.84,5.36,0.0,IN TRANSIT,,4,
APG101016,05-10-2025,UAE,Iraq,Local Fleet ,AMM-WH1,Fashion,1.31,12.61,0.0,Failed,2025-05-17,4,Damaged Package
APG101015,16/07/2025,UAE,UAE,DHL,AMM-WH2,Fashion,2.51,11.04,0.0,Failed,21/07/2025,4,Customer Not Available
APG100486,27/05/2025,UK,Iraq,FastCourier,IST-WH1,Electronics,1.32,9.92,0.0,Delivered,2025-05-31 06:28,10,
APG100264,2025-01-04 08:00,UK,Jordan,Aramex,IST-WH1,Electronics,0.31,4.84,130.25,delivered,2025-01-08 03:59,10,
APG100963,06-25-2025,China,UAE,SMSA,AMM-WH2,Books,0.0,2.14,0.0,Returned,2025-07-04,9,
APG100168,2025-04-26 17:00,Jordan,Egypt,aramex,AMM-WH1,Toys,0.1,1.68,0.0,DELIVERED,03/05/2025,2,
APG100296,31/05/2025,UAE,Iraq,Local Fleet,DXB-WH1,Sports,0.1,4.21,237.71,Deliverd,2025-06-06,4,
APG101017,12/01/2025,UK,Iraq,Local Fleet,AMM-WH1,Electronics,2.44,11.88,0.0,delivered,18/01/2025,10,
APG100424,01-16-2025,Germany,Saudi Arabia,SMSA,AMM-WH1,Books,0.51,4.42,0.0,DELIVERED,19/01/2025,10,
APG101052,2025-08-01,China,Iraq,Aramex,IST-WH1,Sports,1.35,7.72,0.0,delivered,2025-08-07 05:02,9,
APG100887,04-06-2025,Germany,Kuwait,Local Fleet ,AMM-WH1,Toys,3.4,17.55,0.0,In Transit,,10,
APG100322,14/06/2025,Germany,Iraq,,IST-WH1,,,,172.53,FAILED_DELIVERY,24/06/2025,10,Wrong Address
APG100101,2025-02-24,China,Iraq,Aramex,DXB-WH1,Books,0.19,2.14,0.0,Delivered,2025-03-06 22:37,9,
APG101134,2025-08-19,Jordan,Egypt,Local Fleet ,DXB-WH1,Fashion,2.04,11.35,0.0,DELIVERED,2025-08-24,2,
APG100085,2025-08-16,Germany,Iraq,FastCourier,AMM-WH2,Electronics,0.1,5.15,0.0,Delivered,2025-08-20 11:10,10,
APG100684,2025-01-09 02:00,UAE,Egypt,,AMM-WH1,,,,0.0,RTO,2025-01-12 15:06,4,Customer Not Available
APG100740,26/02/2025,China,Kuwait,SMSA,AMM-WH2,Toys,0.89,6.91,0.0,cancelled,05/03/2025,9,
APG100817,01-06-2025,Germany,Saudi Arabia,Local Fleet,IST-WH1,BEAUTY,1.31,11.85,0.0,Deliverd,2025-01-10 21:24,10,
APG100043,02/05/2025,China,Saudi Arabia,SMSA,AMM-WH2,  Beauty  ,1.21,8.6,0.0,Delivered,2025-05-07,9,
APG100123,07/05/2025,UAE,Iraq,FastCourier,DXB-WH1,Sports,1.53,11.96,0.0,Returned ,2025-05-15,4,
APG100938,24/02/2025,china,Egypt,Aramex,DXB-WH1,  Toys  ,5.21,30.87,0.0,delivered,2025-03-06 08:17,7,
APG101062,17/03/2025,China,Kuwait,FastCourier,AMM-WH2,HOME & GARDEN,1.38,7.23,0.0,Canceled,25/03/2025,9,
APG100579,01/08/2025,UK,Egypt,Local Fleet ,DXB-WH1,Toys,0.96,6.39,0.0,Deliverd,06/08/2025,10,
APG100548,2025-06-14,UAE,Egypt,Local Fleet ,AMM-WH1,Home & Garden,6.19,17.51,184.61,Deliverd,20/06/2025,4,
APG100572,05-01-2025,China,Jordan,SMSA,IST-WH1,Toys,2.38,14.13,207.11,Delivered,05/05/2025,9,
APG100294,09/08/2025,China,Egypt,Local Fleet,IST-WH1,Sports,4.97,24.97,0.0,Delivered,21/08/2025,9,
APG100911,2025-08-18 14:00,China,Saudi Arabia,SMSA,DXB-WH1,Books,3.61,15.34,0.0,delivered,2025-08-20,9,
APG100316,04-17-2025,Turkey,Iraq,DHL,AMM-WH2,Beauty,1.77,12.71,0.0,Delivered,25/04/2025,7,
APG100100,2025-05-20 20:00,Germany,UAE,Aramex,DXB-WH1,Beauty,2.55,9.56,213.53,DELIVERED,27/05/2025,10,
APG100591,04-12-2025,Germany,UAE,Local Fleet,DXB-WH1,Electronics,4.87,20.29,0.0,CANCELLED,2025-04-20,10,
APG100614,04-12-2025,China,Saudi Arabia,Local Fleet ,AMM-WH1,Fashion,6.44,26.09,58.06,Delivered,15/04/2025,9,
APG100416,2025-04-02 04:00,UAE,Egypt,Aramex,IST-WH1,Electronics,0.49,6.33,0.0,Delivered,07/04/2025,4,
APG100238,2025-06-06,UK,Kuwait,Local Fleet,IST-WH1,Home & Garden,0.76,7.8,0.0,Delivered,13/06/2025,10,
APG101146,02-10-2025,UK,Iraq,Local Fleet ,IST-WH1,  Toys  ,0.1,2.6,233.88,IN TRANSIT,,10,
